keywords,counts,years
tuberculosis,3,2022
typhoon,3,2022
uav,3,2022
元宇宙,3,2022
光學同調斷層掃描,3,2022
再生能源,3,2022
口腔癌,3,2022
失智症,3,2022
室內定位,3,2022
微電漿,3,2022
憂鬱症,3,2022
數位轉型,3,2022
正交時頻空間調變,3,2022
氣喘,3,2022
無人機,3,2022
矽核光纖,3,2022
碳化矽,3,2022
結核病,3,2022
肥胖,3,2022
軟體自我測試,3,2022
鉍薄膜,3,2022
長期照顧,3,2022
颱風,3,2022
高齡者,3,2022
2d materials,2,2022
4h-sic,2,2022
5g,2,2022
aedes aegypti,2,2022
"aedes aegypti,dengue virus",2,2022
anonymity,2,2022
"arabidopsis,erf1",2,2022
augmented reality,2,2022
bismuth thin film,2,2022
business plan,2,2022
büchi automata,2,2022
cancer,2,2022
cancer-associated thrombosis,2,2022
cellulose nanofiber,2,2022
cmos,2,2022
computer vision,2,2022
convolutional neural network,2,2022
"covid-19,pandemic",2,2022
"covid-19,sars-cov-2",2,2022
c型肝炎,2,2022
depression,2,2022
digital transformation,2,2022
doubly selective channel,2,2022
"doubly selective channel,ofdm sys...",2,2022
dynamic graph drawing,2,2022
eb病毒,2,2022
emerging contaminants,2,2022
exosome,2,2022
exosomes,2,2022
feline injection-site sarcoma,2,2022
filter,2,2022
fine particulate matter,2,2022
forage oat,2,2022
"forage oat,multispectral imagery",2,2022
"forage oat,multispectral imagery,...",2,2022
"forage oat,multispectral imagery,...",2,2022
gaming industry,2,2022
high pressure jet impinging on pl...,2,2022
high pressure jet impinging on pl...,2,2022
high pressure jet impinging on pl...,2,2022
hotel booking control,2,2022
image segmentation,2,2022
indoor localization,2,2022
influenza virus,2,2022
lithium-ion battery,2,2022
local self-government,2,2022
數位轉型,8,2023
企業社會責任,7,2023
esg,6,2023
renewable energy,6,2023
再生能源,6,2023
聯邦學習,6,2023
breast cancer,5,2023
corporate social responsibility,5,2023
covid-19 pandemic,5,2023
sars-cov-2,5,2023
乳癌,5,2023
二維材料,5,2023
人工智慧,5,2023
合成孔徑雷達,5,2023
artificial intelligence,4,2023
blockchain,4,2023
gaap earnings,4,2023
"gaap earnings,non-gaap earnings",4,2023
"gaap earnings,non-gaap earnings,c...",4,2023
gaap盈餘,4,2023
"gaap盈餘,non-gaap盈餘",4,2023
"gaap盈餘,non-gaap盈餘,可比較性",4,2023
microplastics,4,2023
plant factory,4,2023
self-supervised learning,4,2023
分子動力學,4,2023
區塊鏈,4,2023
圖神經網路,4,2023
塑膠微粒,4,2023
形狀記憶合金,4,2023
懸浮微粒,4,2023
數位影像相關法,4,2023
新冠疫情,4,2023
新冠肺炎,4,2023
植物工廠,4,2023
水稻,4,2023
2d materials,3,2023
additive manufacturing,3,2023
aging,3,2023
automatic speech recognition,3,2023
computer vision,3,2023
corporate governance,3,2023
covid-19疫情,3,2023
cryptocurrency,3,2023
diabetes,3,2023
digital image correlation,3,2023
eb病毒,3,2023
electric vehicle,3,2023
environmental education,3,2023
finite element analysis,3,2023
fintech,3,2023
first-principles calculation,3,2023
gan,3,2023
genomic selection,3,2023
long-term care,3,2023
lung cancer,3,2023
"machine learning,deep learning",3,2023
molecular dynamics,3,2023
object detection,3,2023
particulate matter,3,2023
perovskite solar cells,3,2023
pharmaceutical industry,3,2023
pool boiling,3,2023
reinforced concrete,3,2023
reinforcement learning,3,2023
rice,3,2023
shape memory alloy,3,2023
spintronics,3,2023
super-resolution,3,2023
synthetic aperture radar,3,2023
topological insulator,3,2023
中熵合金,3,2023
光學同調斷層掃描術,3,2023
公司治理,3,2023
土壤液化,3,2023
奈米流體裝置,3,2023
強化學習,3,2023
微透鏡陣列,3,2023
快時尚,3,2023
急性骨髓性白血病,3,2023
拓樸絕緣體,3,2023
新冠病毒,3,2023
日本鰻,3,2023
智慧製造,3,2023
氮化鎵,3,2023
永續,3,2023
池沸騰,3,2023
深度偽造,3,2023
無人機,3,2023
環境教育,3,2023
社群媒體,3,2023
積層製造,3,2023
第一原理計算,3,2023
肺癌,3,2023
自動語音辨識,3,2023
自旋電子學,3,2023
自監督式學習,3,2023
資訊安全,3,2023
金氧半穿隧二極體,3,2023
金融科技,3,2023
panel data,2,2024
quantum dot,2,2024
sars-cov-2,2,2024
semiconductor industry,2,2024
tomato,2,2024
中國,2,2024
半導體產業,2,2024
商業模式,2,2024
崩塌潛勢,2,2024
水稻,2,2024
番茄,2,2024
量子點,2,2024
2d materials,1,2024
"2d materials,low-temperature pret...",1,2024
"2d materials,low-temperature pret...",1,2024
"2d materials,low-temperature pret...",1,2024
"2d materials,low-temperature pret...",1,2024
"2d materials,low-temperature pret...",1,2024
2d poisson’s & drift-diffusion so...,1,2024
2d poisson’s & drift-diffusion so...,1,2024
2d poisson’s & drift-diffusion so...,1,2024
2d poisson’s & drift-diffusion so...,1,2024
2d poisson’s & drift-diffusion so...,1,2024
2d poisson’s & drift-diffusion so...,1,2024
2d poisson’s & drift-diffusion so...,1,2024
3d printing,1,2024
"3d printing,stereolithography tec...",1,2024
"3d printing,stereolithography tec...",1,2024
"3d printing,stereolithography tec...",1,2024
"3d printing,stereolithography tec...",1,2024
3d reconstruction,1,2024
"3d reconstruction,rgb-d cameras",1,2024
"3d reconstruction,rgb-d cameras,p...",1,2024
"3d reconstruction,rgb-d cameras,p...",1,2024
"3d reconstruction,rgb-d cameras,p...",1,2024
3d ultrasound flow imaging,1,2024
"3d ultrasound flow imaging,beamfo...",1,2024
"3d ultrasound flow imaging,beamfo...",1,2024
"3d ultrasound flow imaging,beamfo...",1,2024
"3d ultrasound flow imaging,beamfo...",1,2024
3d列印,1,2024
"3d列印,立體微影技術",1,2024
"3d列印,立體微影技術,光學讀取頭",1,2024
"3d列印,立體微影技術,光學讀取頭,對焦誤差訊號",1,2024
"3d列印,立體微影技術,光學讀取頭,對焦誤差訊號,pid回饋控制",1,2024
3d重建,1,2024
"3d重建,rgb-d攝像機",1,2024
"3d重建,rgb-d攝像機,植物生長和運動",1,2024
"3d重建,rgb-d攝像機,植物生長和運動,點雲",1,2024
"3d重建,rgb-d攝像機,植物生長和運動,點雲,迭代最近點（ic...",1,2024
6g,1,2024
"6g,cmos technology",1,2024
"6g,cmos technology,thz",1,2024
"6g,cmos technology,thz,transmitter",1,2024
"6g,cmos technology,thz,transmitte...",1,2024
"6g,cmos technology,thz,transmitte...",1,2024
"6g,cmos technology,thz,transmitte...",1,2024
"6g,cmos technology,thz,transmitte...",1,2024
"6g,cmos technology,thz,transmitte...",1,2024
"6g,互補式金屬氧化物半導體製程",1,2024
"6g,互補式金屬氧化物半導體製程,太赫茲",1,2024
"6g,互補式金屬氧化物半導體製程,太赫茲,發射機",1,2024
"6g,互補式金屬氧化物半導體製程,太赫茲,發射機,功率放大器",1,2024
"6g,互補式金屬氧化物半導體製程,太赫茲,發射機,功率放大器,混頻器",1,2024
"6g,互補式金屬氧化物半導體製程,太赫茲,發射機,功率放大器,混頻...",1,2024
"6g,互補式金屬氧化物半導體製程,太赫茲,發射機,功率放大器,混頻...",1,2024
"6g,互補式金屬氧化物半導體製程,太赫茲,發射機,功率放大器,混頻...",1,2024
accents,1,2024
"accents,conference preparation",1,2024
"accents,conference preparation,si...",1,2024
acidotic microenvironment,1,2024
"acidotic microenvironment,oral ca...",1,2024
"acidotic microenvironment,oral ca...",1,2024
"acidotic microenvironment,oral ca...",1,2024
"acidotic microenvironment,oral ca...",1,2024
acoustic-resolution photoacoustic...,1,2024
acoustic-resolution photoacoustic...,1,2024
acoustic-resolution photoacoustic...,1,2024
acoustic-resolution photoacoustic...,1,2024
acoustic-resolution photoacoustic...,1,2024
aerial delivery,1,2024
"aerial delivery,modular system",1,2024
"aerial delivery,modular system,un...",1,2024
"aerial delivery,modular system,un...",1,2024
"aerial delivery,modular system,un...",1,2024
"aerial delivery,modular system,un...",1,2024
"aerial delivery,modular system,un...",1,2024
"aerial delivery,modular system,un...",1,2024
"aerial delivery,modular system,un...",1,2024
"aerial delivery,modular system,un...",1,2024
affect,1,2024
"affect,agroecology",1,2024
"affect,agroecology,biopolitics",1,2024
"affect,agroecology,biopolitics,care",1,2024
"affect,agroecology,biopolitics,ca...",1,2024
"affect,agroecology,biopolitics,ca...",1,2024
afforestation,1,2024
"afforestation,soil aggregates",1,2024
"afforestation,soil aggregates,agg...",1,2024
"afforestation,soil aggregates,agg...",1,2024
